strategy,image_path,split,temperature_c,temperature_bin,quality_flag,source_manifest,source_width,source_height,crop_x1,crop_y1,crop_x2,crop_y2,crop_width,crop_height,center_x_224,center_y_224,tip_x_224,tip_y_224,preprocessing_mode,resize_method,channel_strategy,normalization,source_kind,jitter_seed
mild_jitter,ml/data/raw/PXL_20260125_115355557.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,926,1412,2554,3062,1628,1650,116.84324324324325,114.87806060606059,101.98329238329238,29.581575757575774,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,90439481
identity,ml/data/raw/PXL_20260125_115356240.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,1075,1227,2705,2847,1630,1620,114.4323926380368,116.78419753086418,104.31803680981594,41.453827160493816,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115356240.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,1061,1210,2718,2865,1657,1655,114.46035003017502,116.61534743202417,104.51080265540132,42.87806646525679,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1592940979
identity,ml/data/raw/PXL_20260125_115357253.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,979,1207,2605,2837,1626,1630,113.06076260762607,114.10257668711657,102.24649446494466,35.18036809815951,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115357253.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,995,1224,2598,2823,1603,1599,112.44716157205241,113.93320825515947,101.47772925764193,33.48092557848655,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1016862180
identity,ml/data/raw/PXL_20260125_115406833.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,511,1117,3211,3860,2700,2743,113.84177777777778,114.0333940940576,95.92177777777778,39.87575647101713,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115406833.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,471,1082,3254,3890,2783,2808,113.66611570247935,114.18575498575498,96.2805605461732,41.74472934472934,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,196485315
identity,ml/data/raw/PXL_20260125_115408380.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,770,1709,2456,3536,1686,1827,120.50296559905101,111.26436781609195,104.85219454329776,41.45287356321838,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115408380.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,751,1682,2486,3552,1735,1870,119.55273775216139,111.94010695187166,104.34397694524496,43.733903743315494,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,525027445
identity,ml/data/raw/PXL_20260125_115410910.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,622,1513,2323,3527,1701,2014,125.99835390946501,114.54697120158889,111.7761316872428,43.02045680238331,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115410910.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,624,1515,2308,3528,1684,2013,127.0042755344418,114.3813214108296,112.63847980997625,42.81927471435667,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1162097506
identity,ml/data/raw/PXL_20260125_115413920.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,683,1672,2665,3368,1982,1696,112.33905146316852,100.11320754716981,97.36427850655903,39.17358490566037,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115413920.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,688,1675,2653,3372,1965,1697,112.7409669211196,99.65822038892163,97.63664122137405,38.754507955215075,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1560763481
identity,ml/data/raw/PXL_20260125_115417966.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,417,2167,2906,3355,2489,1188,113.83591803937325,130.1010101010101,103.23439132181598,38.48350168350167,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115417966.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,417,2167,2906,3355,2489,1188,113.83591803937325,130.1010101010101,103.23439132181598,38.48350168350167,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1090432573
identity,ml/data/raw/PXL_20260125_115429504.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,0,1425,2646,4077,2646,2652,113.29523809523809,108.10618401206638,96.66878306878307,34.30105580693815,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115429504.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,0,1425,2646,4077,2646,2652,113.29523809523809,108.10618401206638,96.66878306878307,34.30105580693815,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1316294024
identity,ml/data/raw/PXL_20260125_115433668.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,233,1505,2733,4021,2500,2516,115.30624,110.76248012718601,95.95264,39.52050874403817,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115433668.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,238,1506,2735,4019,2497,2513,114.99623548257911,110.80557103064066,95.6193832599119,39.478551532033435,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1871187062
identity,ml/data/raw/PXL_20260125_115537100.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,357,1233,2819,3679,2462,2446,114.73858651502843,108.27277187244482,138.4123476848091,43.984955028618145,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115537100.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,352,1229,2819,3680,2467,2451,114.96003242805027,108.41746226030193,138.58581272800973,44.26079151366789,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1473219433
identity,ml/data/raw/PXL_20260125_115538761.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,601,1393,2686,3760,2085,2367,97.6682973621103,102.31888466413179,127.72834532374102,34.49429657794677,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115538761.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,603,1396,2679,3764,2076,2368,97.87591522157996,101.99189189189187,128.06628131021196,34.195945945945944,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,775808658
identity,ml/data/raw/PXL_20260125_115539262.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,864,1370,2754,3744,1890,2374,97.51703703703703,105.57438921651222,127.7748148148148,33.31693344566132,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115539262.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,883,1387,2738,3720,1855,2333,97.06264150943394,105.79751393056151,127.89132075471699,32.27021003000428,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1381360663
identity,ml/data/raw/PXL_20260125_115539763.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,1171,1462,2585,3946,1414,2484,89.4891089108911,108.53719806763284,126.8118811881188,35.94460547504025,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115539763.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,1177,1470,2578,3937,1401,2467,89.36017130620986,108.55873530603972,127.02926481084938,35.46591001216051,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1284590501
identity,ml/data/raw/PXL_20260125_115541259.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,169,1056,1795,3356,1626,2300,131.3279212792128,114.688,144.1810578105781,48.71513043478261,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115541259.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,199,1087,1770,3320,1571,2233,131.64812221514958,115.0194357366771,144.95124124761298,47.06708463949843,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,232416243
identity,ml/data/raw/PXL_20260125_115541834.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,264,1207,1848,3552,1584,2345,130.3979797979798,113.53791044776118,147.05656565656565,45.08656716417911,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115541834.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,259,1205,1854,3555,1595,2350,130.2008777429467,113.48697872340425,146.74457680250785,45.18127659574468,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,127241932
identity,ml/data/raw/PXL_20260125_115543576.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,300,1515,2136,3545,1836,2030,126.07930283224403,113.42344827586207,141.6470588235294,46.256551724137935,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115543576.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,314,1513,2125,3534,1811,2021,126.08812810601879,114.1502226620485,141.87078961899502,46.684215734784765,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1417675531
identity,ml/data/raw/PXL_20260125_115544186.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,411,1880,2506,3921,2095,2041,115.42147971360383,99.68603625673691,134.8383770883055,39.89416952474277,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115544186.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,418,1882,2510,3924,2092,2042,114.83747609942638,99.41782566111658,134.28221797323135,39.655239960822726,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,832432953
identity,ml/data/raw/PXL_20260125_115544803.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,459,2024,2560,3914,2101,1890,114.15364112327462,98.14518518518518,136.66025702046645,41.137777777777764,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115544803.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,488,2053,2534,3892,2046,1839,114.04731182795699,97.33463839042956,137.15894428152492,38.74627514953778,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1284902936
identity,ml/data/raw/PXL_20260125_115545411.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,396,2007,2545,3805,2149,1798,113.57394136807817,93.67385984427142,137.1100977198697,37.41223581757511,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115545411.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,377,1990,2561,3821,2184,1831,113.7025641025641,94.06531949754233,136.8615384615385,38.81769524849811,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,693715270
identity,ml/data/raw/PXL_20260125_115546842.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,371,1369,2320,3259,1949,1890,116.252437147255,117.60592592592596,137.6870189840944,48.94814814814815,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115546842.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,352,1343,2344,3278,1992,1935,115.87951807228916,117.88072351421192,136.85140562248998,50.81963824289406,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,484582549
identity,ml/data/raw/PXL_20260125_115547414.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,458,1469,2316,3262,1858,1793,115.59268030139934,116.98471834913555,138.0891280947255,44.625097601784724,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115547414.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,467,1485,2306,3247,1839,1762,115.69070146818922,117.00885357548242,138.41957585644374,43.3761634506243,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,322551461
identity,ml/data/raw/PXL_20260125_115551028.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,293,1361,2177,3203,1884,1842,113.7715498938429,109.10575461454938,137.70530785562633,42.84212812160695,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115551028.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,262,1334,2207,3223,1945,1889,113.7735732647815,109.59280042350449,136.95670951156814,44.977871889888824,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,819442989
identity,ml/data/raw/PXL_20260125_115552985.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,457,1231,2293,3024,1836,1793,118.30762527233117,111.15047406581147,139.26797385620915,43.70061349693251,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115552985.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,467,1241,2272,3005,1805,1764,119.09850415512466,111.70793650793648,140.41883656509697,43.14920634920634,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1753072728
identity,ml/data/raw/PXL_20260125_115554156.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,477,1372,2351,3187,1874,1815,115.2751334044824,111.18545454545455,138.73895410885805,42.72661157024794,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115554156.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,467,1354,2368,3198,1901,1844,114.81620199894792,111.62342733188721,137.9467648605997,44.241214750542305,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,861136854
identity,ml/data/raw/PXL_20260125_115603764.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,692,838,2528,2695,1836,1857,114.18387799564272,119.7923532579429,139.93899782135077,50.517609046849756,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115603764.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,702,851,2515,2681,1813,1830,114.39691119691122,119.96852459016392,140.47876447876448,49.67169398907103,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,814854448
identity,ml/data/raw/PXL_20260125_115605315.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,517,916,2871,3260,2354,2344,113.17994902293968,117.47576791808874,141.67952421410368,48.985665529010234,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115605315.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,512,907,2869,3270,2357,2363,113.51107339838778,117.38434193821415,141.97437420449725,49.44494286923402,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1235630862
identity,ml/data/raw/PXL_20260125_115607703.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,1015,2495,2554,4023,1539,1528,110.64639376218324,111.36963350785338,141.35724496426252,43.715183246073266,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115607703.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,1005,2483,2559,4026,1554,1543,111.01981981981982,112.02903434867139,141.43423423423422,45.03227478937133,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2101845076
identity,ml/data/raw/PXL_20260125_115608397.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,956,2347,2501,3839,1545,1492,112.36245954692558,115.63324396782839,141.53320388349513,41.196782841823065,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115608397.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,952,2356,2492,3837,1540,1481,113.30909090909091,115.13085752869681,142.57454545454547,40.1415259959487,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,842335582
identity,ml/data/raw/PXL_20260125_115609083.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,912,2141,2500,3724,1588,1583,111.36523929471032,112.43866077068856,139.760201511335,44.36133922931143,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115609083.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,892,2125,2517,3735,1625,1610,111.58646153846155,112.77913043478259,139.3348923076923,45.84347826086956,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1266997512
identity,ml/data/raw/PXL_20260125_115609819.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,888,1931,2529,3546,1641,1615,113.73357708714198,112.77671826625385,139.19122486288848,46.06216718266253,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115609819.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,884,1925,2536,3541,1652,1616,113.51864406779661,113.53861386138612,138.80677966101695,46.865346534653455,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,943789710
identity,ml/data/raw/PXL_20260125_115610360.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,873,1607,2569,3276,1696,1669,112.02641509433964,113.08711803475134,138.6,48.53109646494906,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115610360.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,861,1606,2580,3282,1719,1676,112.091215823153,112.74844868735082,138.30924956369984,48.462052505966575,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1299348410
identity,ml/data/raw/PXL_20260125_115611830.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,922,1584,2515,3172,1593,1588,111.69064657878216,115.17380352644835,143.44155681104832,43.85491183879095,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115611830.jpg,train,15.0,warm,clean,gauge_1_batch_4.zip,3472,4624,908,1575,2528,3174,1620,1599,111.76493827160493,115.64227642276423,142.98666666666665,44.81400875547219,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,957152603
identity,ml/data/raw/PXL_20260125_115617076.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,1036,1718,2656,3327,1620,1609,108.30814814814815,120.31124922311994,136.14222222222222,44.45195773772529,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115617076.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,1027,1713,2676,3345,1649,1632,107.62595512431776,119.3019607843137,134.9705275924803,44.51176470588234,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1370087223
identity,ml/data/raw/PXL_20260125_115618539.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,1038,1766,2674,3343,1636,1577,111.68508557457213,113.13633481293594,137.22053789731052,48.29422954977806,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115618539.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,1062,1779,2661,3331,1599,1552,110.90731707317074,113.08247422680412,137.03364602876798,47.1958762886598,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1175000481
identity,ml/data/raw/PXL_20260125_115626909.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,332,1072,2869,3571,2537,2499,113.55396137169885,115.12829131652663,140.85423728813558,45.16750700280113,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115626909.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,338,1081,2872,3557,2534,2476,113.15801104972374,115.38352180936995,140.49060773480664,44.77285945072698,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1452665836
identity,ml/data/raw/PXL_20260125_115632590.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,776,1342,2985,3832,2209,2490,97.83395201448619,108.91437751004014,129.19800814848347,40.91373493975903,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115632590.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,775,1335,2989,3844,2214,2509,97.71418247515808,108.71454762853725,129.00740740740738,41.22885611797528,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2054636806
identity,ml/data/raw/PXL_20260125_115635063.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,1148,1584,2633,3274,1485,1690,102.75340067340068,111.48307692307691,129.40713804713806,42.520236686390525,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115635063.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,1167,1607,2621,3248,1454,1641,102.01705639614856,111.67239488117,129.2390646492435,40.65033516148689,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,323814804
identity,ml/data/raw/PXL_20260125_115638675.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,1190,1502,2762,3230,1572,1728,100.17302798982189,112.02592592592589,128.84274809160303,40.75555555555557,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115638675.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,1196,1499,2767,3240,1571,1741,99.3812858052196,111.57541642734058,128.06925525143217,40.83721998851236,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1206101994
identity,ml/data/raw/PXL_20260125_115652848.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,340,1497,3077,4148,2737,2651,111.42710997442455,112.0168992832893,136.74066496163684,39.02044511505092,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115652848.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,383,1525,3031,4109,2648,2584,111.53474320241692,112.4941176470588,137.6990936555891,37.60495356037151,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,945565970
identity,ml/data/raw/PXL_20260125_115659911.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,388,1499,2921,4150,2533,2651,107.04776944334782,113.09000377216145,136.99992104224242,44.242323651452274,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115659911.jpg,train,15.0,warm,clean,gauge_1_batch_5.zip,3472,4624,389,1506,2907,4148,2518,2642,107.59650516282764,112.88175624526873,137.7270849880858,43.79954579863739,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,768789383
identity,ml/data/raw/PXL_20260125_115737064.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,246,1465,2675,3630,2429,2165,114.31469740634006,99.84295612009238,174.51527377521614,61.74743648960741,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115737064.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,285,1495,2633,3607,2348,2112,114.53764906303238,99.16666666666666,176.81499148211245,60.11515151515154,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,514459690
identity,ml/data/raw/PXL_20260125_115738263.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,664,1467,2710,3831,2046,2364,100.69051808406647,106.59898477157361,168.40508308895403,58.69103214890018,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115738263.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,676,1470,2699,3825,2023,2355,100.50657439446368,106.72101910828026,168.9910034602076,58.6299787685775,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,112227987
identity,ml/data/raw/PXL_20260125_115738811.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,842,1533,2742,3868,1900,2335,99.01978947368423,107.24179871520343,164.416,62.50895074946467,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115738811.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,828,1527,2743,3877,1915,2350,99.88177545691907,107.12919148936172,164.76574412532636,62.68187234042552,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,864358513
identity,ml/data/raw/PXL_20260125_115740064.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,769,1787,2454,4058,1685,2271,91.99287833827893,109.89907529722586,151.37614243323443,58.09599295464553,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115740064.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,751,1760,2463,4076,1712,2316,92.89719626168224,110.37512953367875,151.34392523364488,59.57858376511227,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1774164003
identity,ml/data/raw/PXL_20260125_115740763.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,634,1760,2603,3953,1969,2193,103.58151345860843,105.53433652530778,171.1455561198578,60.91819425444597,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115740763.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,609,1741,2627,3969,2018,2228,103.8414271555996,105.78671454219028,169.76491575817641,61.871454219030525,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,207670459
